X	e1g_0	e2g_0	e3g_0	p1g_1	p2g_1	p3g_1
TRPC7	0	0	0	0	0	0
TRPM1	5	0	3	1	2	1
TRPM2	0	0	0	0	0	1
TRPM3	0	0	0	1	0	0
TRPM4	64	8	23	134	86	37
TRPM5	0	0	0	0	1	0
TRPM6	17	1	4	148	39	23
TRPM7	213	19	64	318	228	199
TRPM8	0	0	0	0	0	0
TRPS1	210	43	93	1060	475	431
TRPT1	14	1	5	20	5	5
TRPV1	0	0	1	0	1	2
TRPV2	2	0	3	4	7	5
TRPV3	0	0	0	0	1	0
TRPV4	161	14	11	225	175	152
TRPV5	0	0	0	0	0	0
TRPV6	0	0	0	0	0	0
TRRAP	381	83	171	1012	525	381
TRUB1	25	5	2	49	52	35
TRUB2	29	2	9	77	62	50
TSACC	5	0	0	2	2	6
TSC1	73	21	31	198	140	142
TSC2	148	38	68	298	185	138
TSC22D1	371	150	273	843	627	581
TSC22D2	171	34	81	293	294	252
TSC22D3	41	20	14	110	111	98
TSC22D4	178	39	83	276	223	133
TSEN15	43	7	7	62	75	39
TSEN2	30	4	4	35	20	13
TSEN34	266	44	74	228	231	182
TSEN54	30	2	3	47	41	37
TSFM	78	8	19	61	70	53
TSG101	136	61	81	182	170	187
TSGA10	2	0	3	15	3	8
TSGA10IP	0	0	0	0	0	0
TSGA13	0	0	0	0	0	0
TSHB	0	0	0	3	1	4
TSHR	0	0	0	0	0	1
TSHZ1	124	22	57	224	182	162
TSHZ2	0	0	0	0	0	0
TSHZ3	0	0	0	0	0	0
TSKS	0	1	0	0	0	0
TSKU	24	7	12	61	47	31
TSLP	57	15	16	283	75	30
TSN	216	20	44	304	237	213
TSNAX	110	24	31	197	135	125
TSNAXIP1	1	0	1	0	0	0
TSPAN1	0	1	1	0	0	0
TSPAN10	0	0	0	0	0	0
TSPAN11	10	0	0	34	5	0
TSPAN12	3	0	1	3	4	3
TSPAN13	8	4	10	9	5	3
TSPAN14	210	50	49	259	217	160
TSPAN15	53	0	2	118	71	43
TSPAN17	31	10	4	65	36	21
TSPAN18	0	0	1	1	0	0
TSPAN2	20	8	17	42	34	26
TSPAN3	243	30	74	304	235	181
TSPAN31	185	45	63	306	190	194
TSPAN32	0	0	0	1	0	0
TSPAN33	0	0	0	0	1	0
TSPAN4	462	54	91	768	402	328
TSPAN5	76	8	27	190	142	111
TSPAN6	22	30	57	21	12	22
TSPAN7	119	74	209	73	73	87
TSPAN8	8	14	21	2	7	12
TSPAN9	245	18	36	255	132	90
TSPEAR	0	0	0	0	1	0
TSPO	318	72	119	292	225	153
TSPO2	0	0	0	0	0	0
TSPYL1	118	21	29	228	119	111
TSPYL2	44	14	31	87	81	86
TSPYL4	5	1	0	15	4	4
TSPYL5	0	0	0	0	0	0
TSR1	112	14	32	170	244	172
TSR2	37	12	26	41	44	35
TSR3	57	9	9	86	79	58
TSSC1	63	9	24	61	80	54
TSSC4	54	17	18	60	56	53
TSSK2	0	0	0	1	0	1
TSSK3	1	0	4	0	2	3
TSSK4	0	0	0	2	1	2
TSSK6	1	0	3	2	3	3
TST	23	1	4	41	20	18
TSTA3	74	6	11	90	60	40
TSTD1	2	0	0	2	5	1
TSTD2	34	7	17	84	78	77
TSTD3	20	1	1	15	3	5
TTBK1	0	0	0	0	0	0
TTBK2	33	4	10	115	58	62
TTC1	82	10	24	109	67	74
TTC12	0	0	0	0	0	0
TTC13	112	43	58	200	177	125
TTC14	47	6	22	146	117	75
TTC16	3	0	0	3	2	0
TTC17	70	28	49	226	151	151
TTC19	38	8	6	88	65	63
TTC21A	0	0	0	0	0	1
TTC21B	106	12	39	171	103	51
TTC22	1	0	2	1	1	0
TTC23	25	1	3	41	42	20
TTC23L	0	0	0	0	0	0
TTC24	0	0	0	0	0	0
TTC25	1	0	0	3	2	1
TTC26	22	5	6	45	37	37
TTC27	103	12	7	150	106	66
TTC28	37	7	28	90	44	34
TTC29	0	0	0	0	0	0
TTC3	361	66	106	822	427	382
TTC30B	11	2	1	18	9	4
TTC32	21	0	1	15	13	12
TTC33	33	2	4	85	56	35
TTC34	0	0	0	0	0	0
TTC36	0	0	0	0	0	0
TTC37	74	11	23	93	104	62
TTC38	11	1	4	15	10	4
TTC39A	12	4	5	25	13	5
TTC39B	108	8	18	248	166	159
TTC39C	31	7	16	41	43	32
TTC4	56	12	16	89	80	58
TTC5	82	8	5	154	84	83
TTC6	0	1	1	0	0	0
TTC7B	74	16	27	73	91	73
TTC8	85	10	24	69	60	35
TTC9	66	5	11	59	31	27
TTC9B	0	0	0	0	0	0
TTC9C	84	16	19	127	110	85
TTF1	44	2	10	81	56	53
TTF2	71	8	26	56	60	51
TTI1	91	8	12	91	74	38
TTI2	26	5	8	65	37	39
TTK	118	8	16	50	68	39
TTL	72	16	30	91	81	62
TTLL1	29	5	13	54	33	22
TTLL10	0	0	0	0	0	0
TTLL11	0	0	0	0	0	0
TTLL12	153	22	55	159	131	83
TTLL2	0	0	0	0	0	3
TTLL3	5	4	7	54	52	49
TTLL4	276	33	65	547	501	388
TTLL5	74	19	36	60	41	38
TTLL6	0	0	0	4	0	1
TTLL7	99	10	20	162	89	64
TTLL8	0	0	0	0	0	0
TTLL9	0	0	0	0	0	1
TTN	1	1	0	1	3	3
TTPA	0	0	0	0	0	0
TTPAL	35	6	17	56	40	34
TTR	0	0	0	0	0	0
TTYH1	0	0	0	0	1	1
TTYH2	59	6	19	179	69	77
TTYH3	182	37	55	255	123	91
TUB	0	0	0	0	0	0
TUBA1A	973	394	1100	595	402	416
TUBA1B	4512	1181	2679	1832	2392	2531
TUBA1C	1153	510	1226	494	468	573
TUBA4A	282	83	140	252	236	263
TUBA8	1	0	2	3	0	0
TUBAL3	0	0	0	0	0	0
TUBB1	0	0	0	0	0	0
TUBB2A	314	191	439	223	189	256
TUBB2B	296	190	416	65	44	67
TUBB3	24	28	65	12	15	21
TUBB4A	14	0	2	38	24	8
TUBB4B	1736	605	1366	815	804	740
TUBB6	847	157	446	323	347	369
TUBD1	19	4	5	30	24	14
TUBE1	28	4	9	23	22	14
TUBG1	258	61	112	227	178	171
TUBG2	37	34	41	36	29	24
TUBGCP2	175	32	45	121	106	92
TUBGCP3	125	14	13	190	153	122
TUBGCP4	76	17	16	163	137	89
TUBGCP5	44	6	13	76	68	42
TUBGCP6	91	12	19	140	106	85
TUFM	183	30	35	245	134	130
TUFT1	35	10	7	102	69	63
TULP1	0	0	0	1	0	0
TULP2	0	0	0	2	3	3
TULP3	107	17	36	247	155	111
TULP4	522	47	122	1334	673	579
TUNAR	0	0	0	0	0	0
TUSC1	0	0	1	1	0	2
TUSC2	38	6	15	71	46	40
TUSC3	147	29	77	179	117	105
TUSC5	0	0	0	0	0	1
TUT1	66	19	19	155	134	100
TVP23A	0	0	1	1	5	5
TVP23B	72	10	25	156	89	69
TWF1	131	24	30	234	114	115
TWF2	117	9	11	57	49	39
TWIST1	174	99	326	326	321	277
TWIST2	0	0	0	3	1	0
TWISTNB	35	8	12	76	64	73
TWNK	84	6	14	81	98	56
TWSG1	215	22	26	496	297	203
TXK	2	0	0	0	0	0
TXLNA	183	14	45	323	200	150
TXLNB	1	0	0	7	2	2
TXLNG	37	4	5	78	52	34
TXN2	201	28	35	245	322	193
TXNDC11	70	11	14	118	93	85
TXNDC12	164	46	57	201	189	155
TXNDC15	69	18	33	201	119	94
TXNDC16	6	0	0	30	18	26
TXNDC17	161	20	30	302	216	156
TXNDC2	0	0	0	0	0	0
TXNDC5	717	126	190	1067	910	684
TXNDC8	0	0	0	0	0	0
TXNDC9	166	21	34	304	195	154
TXNIP	661	142	80	3285	2906	2275
TXNL1	242	60	134	279	251	233
TXNL4A	65	23	22	60	83	80
TXNL4B	9	2	3	11	11	11
TXNRD1	590	28	73	730	618	547
TXNRD2	101	16	37	67	57	52
TXNRD3	14	3	6	16	11	23
TYK2	97	15	22	211	107	71
TYMP	0	0	0	1	0	1
TYMS	112	9	27	48	64	38
TYR	0	0	0	0	0	0
TYRO3	52	17	36	106	47	32
TYROBP	0	0	0	0	0	0
TYRP1	0	0	0	0	0	0
TYSND1	79	4	11	74	69	52
TYW1	78	12	15	104	64	53
TYW3	2	0	2	9	9	6
TYW5	20	5	8	46	35	36
U2AF1	158	47	36	180	154	170
U2AF1L4	37	6	25	40	48	29
U2AF2	683	166	359	946	936	886
U2SURP	191	28	74	284	244	193
UACA	239	14	42	237	88	70
UAP1	140	40	56	264	149	121
UAP1L1	182	30	31	371	263	215
UBA1	983	245	525	1436	969	855
UBA2	341	51	96	352	291	274
UBA3	187	34	86	290	215	171
UBA5	52	16	27	112	59	65
UBA52	864	321	382	1041	849	699
UBA6	81	11	24	140	116	77
UBA7	31	6	7	142	88	60
UBAC1	94	20	34	102	95	66
UBAC2	88	13	36	159	112	90
UBALD1	73	15	24	179	159	132
UBALD2	443	34	127	471	373	260
UBAP1	160	24	49	235	150	121
UBAP1L	0	0	0	0	0	0
UBAP2	403	50	83	462	475	343
UBAP2L	698	254	562	938	872	924
UBASH3A	2	0	3	0	0	0
UBASH3B	25	5	13	12	13	9
UBB	1980	213	328	3922	3013	1947
UBC	5585	1956	4177	8771	6125	6534
UBD	0	0	0	0	0	0
UBE2A	50	19	40	115	79	63
UBE2B	230	57	117	495	325	267
UBE2C	337	24	61	145	167	125
UBE2D1	64	7	8	110	74	44
UBE2D3	658	196	390	1118	842	862
UBE2D4	0	0	0	0	0	0
UBE2E1	122	32	68	186	165	150
UBE2E2	34	24	32	89	68	76
UBE2E3	97	31	67	147	120	137
UBE2F	78	26	35	147	118	99
UBE2G1	123	25	69	219	161	127
UBE2G2	107	10	24	172	168	128
UBE2H	165	19	43	371	238	175
UBE2I	529	99	180	742	652	528
UBE2J1	143	21	44	267	157	124
UBE2J2	118	22	37	152	140	103
UBE2K	206	91	193	269	240	264
UBE2L3	250	66	102	298	263	215
UBE2L6	25	3	4	82	48	43
UBE2M	254	115	226	289	249	231
UBE2N	198	23	73	164	136	159
UBE2O	93	16	40	179	109	114
UBE2Q1	286	107	258	313	241	224
UBE2Q2	87	15	41	168	86	85
UBE2QL1	40	1	2	7	5	4
UBE2R2	272	51	99	370	261	191
UBE2S	477	113	251	356	393	325
UBE2T	99	10	14	87	91	67
UBE2U	0	0	0	0	0	0
UBE2V1	416	34	101	376	272	217
UBE2V2	60	10	11	79	60	48
UBE2W	62	16	30	94	104	108
UBE2Z	551	138	236	679	568	460
UBE3A	127	19	69	216	193	136
UBE3B	249	34	43	323	249	190
UBE3C	205	85	159	250	206	199
UBE4A	103	8	42	204	132	117
UBE4B	356	42	85	603	404	329
UBFD1	129	16	28	159	125	101
UBIAD1	64	5	6	92	64	53
UBL3	102	26	88	133	94	107
UBL4A	52	20	32	64	56	53
UBL4B	0	0	0	0	0	0
UBL5	221	57	78	311	226	125
UBL7	93	23	51	157	112	107
UBLCP1	42	2	9	89	64	62
UBN1	127	26	63	213	137	143
UBN2	83	19	49	256	199	148
UBOX5	29	2	13	16	25	13
UBP1	131	37	50	292	255	192
UBQLN1	370	43	87	465	364	300
UBQLN2	46	9	37	66	43	56
UBQLN3	0	0	0	0	0	0
UBQLN4	161	51	95	313	258	243
UBQLNL	0	0	0	0	0	0
UBR1	101	14	20	192	114	105
UBR2	435	46	113	822	585	449
UBR3	108	11	37	259	184	170
UBR4	661	153	460	1321	1051	923
UBR5	908	149	383	1838	1269	1114
UBR7	153	12	30	134	115	110
UBTD1	90	21	22	154	94	62
UBTD2	26	1	4	29	23	21
UBTF	418	65	128	534	654	626
UBTFL1	0	0	0	0	0	0
UBXN1	364	68	96	424	304	274
UBXN10	1	0	0	0	0	0
UBXN11	1	1	2	16	12	4
UBXN2A	39	12	16	60	58	46
UBXN2B	20	2	5	40	36	30
UBXN4	275	39	58	494	319	256
UBXN6	162	24	24	272	179	111
UBXN7	170	20	54	292	235	164
UBXN8	16	0	1	29	14	10
UCHL1	0	0	0	0	0	0
UCHL3	50	16	19	30	57	48
UCHL5	115	17	25	107	116	104
UCK1	92	11	27	106	79	68
UCK2	482	52	81	520	438	376
UCKL1	97	15	26	133	68	70
UCMA	0	0	0	0	0	0
UCN	0	0	0	0	0	0
UCN2	0	0	1	3	1	1
UCN3	0	0	0	0	0	0
UCP1	1	0	0	0	0	0
UCP2	476	35	77	194	115	115
UCP3	0	0	0	0	0	0
UEVLD	124	7	12	116	81	59
UFC1	96	25	40	137	116	82
UFD1L	107	13	33	190	167	157
UFL1	84	23	57	130	110	92
UFM1	40	7	11	97	69	56
UFSP1	6	0	1	8	10	4
UFSP2	97	4	12	94	81	51
UGCG	92	20	64	153	99	95
UGDH	459	54	135	310	254	240
UGGT1	1301	95	160	1653	966	724
UGGT2	1	0	0	2	3	1
UGP2	94	16	30	115	83	67
UGT1A1	2	0	4	6	6	0
UGT1A10	0	0	0	0	0	0
UGT1A5	0	0	0	0	0	0
UGT1A8	0	0	0	0	0	0
UGT1A9	2	0	2	0	0	0
UGT2A1	0	0	0	0	0	0
UGT2A2	0	0	0	0	0	0
UGT2A3	0	0	0	1	0	0
UGT3A1	0	0	0	0	0	0
UGT3A2	0	0	0	0	0	0
UHMK1	180	29	66	263	214	193
UHRF1	751	37	97	220	329	217
UHRF1BP1	43	6	11	138	151	150
UHRF1BP1L	109	17	21	281	193	137
UHRF2	223	37	62	371	307	230
UIMC1	79	11	13	114	73	53
ULBP1	58	2	3	57	40	35
ULK1	121	30	38	316	209	146
ULK2	77	13	21	172	86	65
ULK3	40	13	15	114	58	33
ULK4	12	1	3	3	8	4
UMAD1	21	1	3	33	23	11
UMOD	0	0	0	0	0	0
UMODL1	0	0	0	0	0	0
UMPS	172	21	21	139	143	153
UNC119	64	16	26	120	66	50
UNC119B	120	19	23	242	165	113
UNC13A	44	14	20	40	50	23
UNC13B	6	0	2	27	20	18
UNC13C	11	6	8	2	4	2
UNC13D	77	8	13	72	48	32
UNC45A	105	49	87	226	176	163
UNC45B	0	0	0	0	0	0
UNC50	83	12	18	191	141	103
UNC5A	0	0	0	0	0	0
UNC5B	620	142	354	816	544	763
UNC5C	1	0	0	0	0	0
UNC5CL	0	0	0	0	0	0
UNC5D	0	0	0	0	0	0
UNC79	0	0	1	0	0	0
UNC80	0	0	0	1	0	0
UNC93A	0	0	0	0	0	0
UNC93B1	29	9	27	82	56	32
UNCX	0	0	0	0	0	0
UNG	58	11	16	21	45	42
UNK	105	20	43	184	128	94
UNKL	78	10	26	188	115	95
UPB1	0	0	0	0	0	2
UPF1	240	103	168	402	433	386
UPF2	90	22	36	141	134	112
UPF3A	78	12	14	99	70	47
UPF3B	41	11	20	85	64	45
UPK1A	2	0	0	4	3	5
UPK1B	0	0	0	0	0	0
UPK2	0	0	0	0	0	0
UPK3A	0	0	0	0	0	0
UPK3B	0	0	0	0	0	0
UPK3BL	1	0	0	4	0	0
UPP1	182	12	57	87	25	16
UPP2	4	0	0	7	2	2
UPRT	20	4	15	50	38	50
UQCC1	69	12	10	94	72	54
UQCC2	229	56	95	267	253	243
UQCC3	37	5	12	62	43	27
UQCR10	190	11	16	207	220	166
UQCR11	206	24	67	241	160	146
UQCRB	116	7	9	140	107	134
UQCRC1	843	74	133	746	546	491
UQCRC2	310	39	59	337	298	214
UQCRFS1	306	51	95	322	209	173
UQCRH	286	21	33	431	229	151
UQCRQ	157	23	44	230	316	216
URAD	0	0	0	0	0	0
URB1	29	6	13	70	74	63
URB2	106	11	25	166	140	107
URGCP	297	11	35	229	143	152
URI1	65	7	14	110	81	63
URM1	66	8	14	99	96	42
UROC1	0	0	0	0	0	0
UROD	121	31	38	175	87	89
UROS	5	1	4	13	4	11
USB1	54	6	10	93	79	52
USE1	123	51	84	242	160	112
USF1	173	32	37	278	261	186
USF2	165	56	122	278	185	158
USF3	112	10	23	165	102	80
USH1C	0	0	0	0	0	0
USH1G	0	0	0	0	0	0
USH2A	0	0	0	0	0	0
USHBP1	0	0	0	2	0	0
USMG5	90	8	12	129	82	97
USO1	149	34	64	234	168	188
USP1	190	24	43	163	175	151
USP10	223	30	37	432	355	264
USP11	69	18	25	69	47	36
USP12	77	14	37	111	94	81
USP13	0	0	0	1	0	1
USP14	164	49	85	189	193	192
USP15	168	46	119	196	208	167
USP16	56	8	14	105	70	67
USP18	10	2	3	80	64	56
USP19	483	80	127	1209	735	588
USP2	6	5	5	10	10	4
USP20	71	35	63	125	98	88
USP21	159	34	70	215	148	96
USP22	431	46	130	686	472	363
USP24	180	37	84	367	302	241
USP25	107	9	24	212	135	82
USP26	0	0	0	0	0	0
USP27X	18	10	17	31	15	22
USP28	58	14	39	37	49	32
USP29	2	3	0	1	0	2
USP3	107	29	42	189	148	117
USP30	77	8	20	145	92	81
USP31	55	13	21	130	141	113
USP32	119	18	70	222	174	122
USP33	96	11	35	231	176	146
USP34	271	39	108	684	479	371
USP35	18	7	17	52	33	17
USP36	103	25	24	258	300	276
USP37	108	11	25	132	127	112
USP38	46	18	21	87	67	61
USP39	92	25	56	180	162	141
USP4	230	32	57	382	272	199
USP40	110	23	27	261	152	98
USP42	46	9	20	88	78	42
USP43	45	0	4	5	4	6
USP44	18	0	1	20	13	9
USP45	43	5	11	89	64	47
USP46	56	7	17	64	64	40
USP47	368	79	190	563	384	412
USP48	168	17	41	313	195	155
USP49	24	8	5	43	42	29
USP5	285	68	160	486	325	286
USP50	84	9	26	164	95	81
USP51	0	0	0	0	0	0
USP53	16	4	25	30	27	19
USP54	67	10	23	91	76	88
USP6NL	224	8	21	405	232	174
USP7	355	76	183	441	372	308
USP8	170	18	26	356	249	196
USP9X	413	108	347	899	529	557
USP9Y	1	0	2	2	0	1
USPL1	72	16	10	128	115	74
UST	24	6	8	39	29	20
UTF1	0	0	0	0	0	0
UTP14A	44	14	13	131	96	54
UTP15	58	3	11	98	120	81
UTP18	50	8	12	86	126	94
UTP20	133	11	9	212	204	160
UTP23	51	7	19	73	59	44
UTP3	151	18	28	156	146	81
UTP6	134	14	13	154	143	97
UTRN	171	16	63	428	290	217
UTS2	0	0	0	0	0	0
UTS2B	0	0	0	0	0	0
UTS2R	0	0	0	0	0	0
UTY	0	0	0	0	0	0
UVRAG	81	6	19	120	91	75
UVSSA	16	5	5	103	77	55
UXS1	159	60	109	207	197	146
UXT	22	16	17	28	22	26
VAC14	89	27	56	124	130	102
VAMP1	16	2	5	129	82	61
VAMP2	78	23	52	141	102	90
VAMP3	208	18	50	255	190	136
VAMP4	66	15	22	135	81	54
VAMP5	15	2	8	20	8	3
VAMP8	104	38	81	228	160	131
VANGL1	118	14	51	170	103	81
VANGL2	47	3	9	70	60	24
VAPA	310	87	142	393	366	387
VAPB	275	38	65	284	202	179
VARS	1293	103	193	1292	1026	799
VARS2	80	12	20	121	95	57
VASH1	5	0	7	1	1	2
VASH2	53	2	15	54	35	41
VASN	108	16	32	501	213	208
VASP	431	135	298	552	281	232
VAT1	685	184	287	1712	1469	1158
VAT1L	0	0	0	0	0	0
VAV1	0	0	0	0	0	0
VAV2	27	7	9	60	41	30
VAV3	82	5	7	184	112	61
VAX1	0	0	0	0	1	0
VAX2	7	1	0	8	3	5
VBP1	70	5	11	104	61	54
VCAM1	151	6	1	131	87	44
VCAN	20	26	39	44	32	34
VCL	784	179	342	1433	959	980
VCP	985	196	399	1367	1099	948
VCPIP1	192	55	232	507	340	340
VCPKMT	50	22	36	76	83	68
VDAC1	858	123	232	866	663	588
VDAC2	906	280	499	1068	992	991
VDAC3	244	45	72	273	253	225
VDR	17	4	4	136	44	38
VEGFA	325	151	480	773	684	729
VEGFB	200	31	56	198	160	131
VEGFC	5	2	1	102	26	24
VEGFD	0	1	0	14	5	3
VEPH1	4	0	2	0	3	1
VEZF1	230	31	104	381	261	229
VEZT	83	17	22	139	144	90
VGF	24	15	31	15	17	20
VGLL1	0	0	0	0	0	0
VGLL2	0	0	0	0	0	0
VGLL3	0	0	0	1	0	0
VGLL4	143	14	75	208	157	116
VHL	30	7	19	71	40	23
VIL1	0	0	0	0	1	3
VILL	19	6	8	83	36	34
VIM	15106	2759	5070	16263	11681	8826
VIP	0	0	0	0	0	0
VIPAS39	57	8	27	109	66	63
VIPR1	0	0	0	0	0	0
VIPR2	0	1	0	1	1	0
VIT	0	0	0	0	0	0
VKORC1	34	6	9	51	27	33
VKORC1L1	77	15	16	121	118	109
VLDLR	35	1	2	58	76	51
VMA21	43	2	4	108	67	50
VMAC	19	4	2	64	35	15
VMO1	0	0	0	0	0	0
VMP1	188	95	137	817	528	423
VNN1	0	0	0	0	0	0
VNN3	0	0	0	10	2	0
VOPP1	115	25	51	329	244	184
VPREB1	0	0	0	0	1	0
VPREB3	0	0	0	0	1	0
VPS11	127	21	39	247	160	153
VPS13A	118	15	25	202	171	116
VPS13B	142	17	50	314	188	108
VPS13C	114	8	26	351	146	112
VPS13D	87	12	33	235	132	121
VPS16	269	37	53	257	188	170
VPS18	51	11	16	146	86	72
VPS25	164	47	83	193	139	158
VPS26A	153	32	73	284	217	213
VPS26B	117	34	60	174	107	114
VPS29	106	21	42	201	196	138
VPS33A	81	8	17	135	97	105
VPS33B	51	6	23	59	38	35
VPS35	373	100	182	537	421	422
VPS36	77	6	12	102	67	50
VPS37A	56	8	22	269	152	103
VPS37B	148	20	27	150	100	81
VPS37C	35	6	13	106	82	64
VPS37D	15	7	10	46	24	15
VPS39	128	28	45	270	180	161
VPS41	110	19	42	156	129	93
VPS45	35	8	11	35	24	32
VPS4A	98	29	69	141	100	90
VPS4B	171	20	40	292	250	216
VPS50	66	15	18	107	113	111
VPS51	162	35	57	213	154	126
VPS52	93	29	32	195	137	117
VPS53	127	28	38	139	129	130
VPS54	118	20	33	172	110	105
VPS72	155	49	83	260	189	140
VPS8	16	9	18	35	26	23
VPS9D1	41	15	21	97	60	33
VRK1	126	19	34	105	87	59
VRK2	40	4	4	30	43	23
VRK3	72	7	13	105	44	41
VRTN	0	0	0	0	0	0
VSIG1	0	0	0	0	0	0
VSIG10	63	11	8	132	63	42
VSIG10L	1	0	1	6	0	2
VSIG2	0	0	0	0	0	0
VSIG4	0	0	0	0	0	0
VSIG8	0	0	0	2	3	0
VSNL1	0	0	0	0	0	0
VSTM2A	0	0	0	0	0	0
VSTM2B	0	0	0	0	0	0
VSTM2L	0	0	0	0	0	0
VSTM4	0	0	0	0	0	0
VSTM5	0	0	0	0	0	0
VSX1	0	0	0	0	0	0
VSX2	0	0	1	0	0	0
VTA1	112	19	32	176	114	104
VTCN1	0	0	0	0	0	0
VTI1A	31	1	6	70	48	29
VTI1B	75	8	17	146	88	58
VTN	0	0	0	0	0	0
VWA1	17	5	14	13	4	2
VWA2	3	0	0	0	2	1
VWA3A	0	0	0	0	0	0
VWA3B	0	0	0	0	1	0
VWA5A	213	39	58	945	392	300
VWA5B1	0	0	0	0	0	0
VWA5B2	0	1	2	2	3	6
VWA7	19	4	4	52	17	14
VWA8	90	5	17	140	113	80
VWA9	69	12	14	99	58	53
VWC2	0	0	0	0	0	0
VWC2L	0	0	0	0	0	0
VWCE	1	0	0	1	1	2
VWDE	0	0	0	0	0	0
VWF	0	0	3	4	1	0
WAC	240	92	167	450	331	375
WAPL	314	59	183	440	390	328
WARS	180	33	39	304	478	369
WARS2	12	0	2	31	26	15
WAS	0	0	0	0	0	1
WASF1	33	5	1	29	26	22
WASF2	320	44	109	561	358	279
WASF3	0	0	0	0	0	0
WASH1	92	14	31	175	98	89
WASL	109	27	78	245	185	153
WBP1	87	26	47	151	74	72
WBP11	213	32	81	320	239	181
WBP1L	184	30	44	356	204	171
WBP2	436	63	128	785	470	356
WBP2NL	0	0	0	0	0	0
WBP4	65	4	11	109	107	82
WBSCR17	0	0	0	0	0	0
WBSCR22	79	19	32	120	104	70
WBSCR27	61	2	16	73	43	20
WBSCR28	0	0	0	0	0	0
WDFY1	89	15	27	201	179	173
WDFY2	19	2	6	37	25	21
WDFY3	199	18	48	490	282	218
WDFY4	1	4	6	0	9	5
WDHD1	117	17	23	62	81	76
WDPCP	17	3	3	20	11	12
WDR1	946	251	497	825	643	676
WDR11	121	12	25	159	113	66
WDR12	133	18	16	169	180	169
WDR13	79	30	49	326	135	102
WDR17	0	0	0	0	0	0
WDR18	152	13	37	146	158	117
WDR19	44	6	9	79	58	35
WDR20	72	14	50	108	95	87
WDR24	88	8	20	145	61	46
WDR25	16	2	5	13	18	12
WDR26	471	55	173	738	470	444
WDR27	0	1	0	0	1	0
WDR3	97	16	22	141	144	131
WDR31	11	2	2	6	7	5
WDR33	143	26	48	265	204	150
WDR34	70	6	10	84	88	56
WDR35	54	5	20	92	60	55
WDR36	422	24	72	513	280	210
WDR37	36	5	17	65	56	51
WDR38	0	0	0	0	1	1
WDR4	60	9	17	141	133	101
WDR41	22	6	4	44	31	24
WDR43	231	21	21	393	428	345
WDR44	25	8	27	62	40	24
WDR45	49	9	13	142	78	52
WDR45B	240	32	84	266	244	171
WDR46	112	14	17	201	184	130
WDR47	22	5	8	50	28	26
WDR48	153	28	56	343	286	228
WDR49	0	0	0	0	0	0
WDR5	175	19	51	247	219	179
WDR53	18	3	2	36	16	18
WDR54	32	2	9	42	29	22
WDR55	46	5	6	67	44	36
WDR59	133	45	121	172	123	107
WDR5B	1	0	0	4	4	6
WDR6	276	30	51	473	259	223
WDR60	233	20	39	262	162	126
WDR61	73	19	44	105	75	72
WDR62	40	5	21	79	76	60
WDR63	1	0	0	0	0	0
WDR64	0	0	1	0	0	0
WDR66	0	0	1	2	1	3
WDR7	30	5	18	85	37	34
WDR70	90	9	25	148	125	108
WDR72	1	0	1	0	1	0
WDR73	31	5	7	68	49	46
WDR74	59	14	22	152	152	132
WDR75	115	15	14	164	192	173
WDR76	37	3	2	25	32	22
WDR77	128	21	21	183	191	124
WDR78	10	1	0	16	16	6
WDR81	96	10	14	195	80	87
WDR82	223	42	81	390	303	268
WDR83	34	7	12	52	45	40
WDR83OS	72	18	34	89	70	65
WDR86	0	0	0	0	0	0
WDR89	16	0	4	24	18	15
WDR90	149	14	36	115	109	73
WDR91	44	3	16	73	49	38
WDR92	62	2	9	76	71	64
WDR93	1	0	1	0	0	0
WDSUB1	42	5	7	83	50	33
WDTC1	107	31	42	275	136	103
WDYHV1	65	7	13	108	73	58
WEE1	77	12	33	138	145	126
WEE2	0	0	0	0	0	0
WFDC1	2	0	0	0	0	0
WFDC11	0	0	0	0	0	0
WFDC12	0	0	0	253	9	2
WFDC13	0	0	0	0	0	0
WFDC2	1331	121	114	2501	847	703
WFDC3	0	0	0	0	2	0
WFDC5	0	0	0	75	0	0
WFDC8	1	0	0	0	0	0
WFDC9	0	0	0	0	0	0
WFIKKN1	1	0	1	2	7	9
WFIKKN2	0	0	0	0	0	0
WFS1	40	20	22	116	80	66
WHAMM	31	3	7	73	58	26
WHRN	34	6	4	59	49	55
WHSC1	608	102	204	516	516	439
WHSC1L1	192	12	58	428	294	236
WIF1	1	1	1	3	2	3
WIPF1	122	20	34	247	178	132
WIPF2	74	6	20	166	122	71
WIPF3	1	1	0	0	0	0
WIPI1	170	14	32	243	121	105
WIPI2	242	28	71	457	292	236
WISP1	6	7	2	5	3	12
WISP2	4	0	1	462	48	24
WISP3	0	0	0	0	0	0
WIZ	235	34	63	366	277	204
WLS	185	31	114	456	352	302
WNK1	798	182	539	1047	766	646
WNK2	0	0	0	0	0	0
WNK3	2	0	2	0	0	0
WNK4	14	12	16	20	32	24
WNT1	0	0	0	1	1	0
WNT10A	8	6	3	47	16	8
WNT10B	21	5	17	22	11	18
WNT11	3	0	3	3	1	3
WNT16	0	0	0	0	0	0
WNT2	0	0	0	0	0	0
WNT2B	0	1	0	2	1	2
WNT3	0	0	0	0	0	0
WNT3A	0	0	0	0	0	0
WNT4	1	0	3	0	1	0
WNT5A	17	9	25	8	6	4
